Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2009-12-21,527.39,542.04,508.18,542.04,3351
2009-12-22,544.79,544.79,524.64,526.48,2034
2009-12-23,526.48,526.48,514.58,515.49,46
2009-12-28,515.49,515.49,504.5,509.99,336
2009-12-29,507.26,540.21,505.88,540.21,972
2009-12-30,534.72,547.53,528.31,547.53,2277
2009-12-31,533.81,558.52,533.81,543.88,813
2010-01-04,538.39,544.79,531.97,540.21,1763
2010-01-05,542.95,542.95,529.23,536.08,3062
2010-01-06,529.23,531.05,529.23,531.05,437
2010-01-07,516.85,531.05,516.85,520.98,3472
2010-01-08,520.98,521.89,509.99,520.07,718
2010-01-11,520.07,520.07,509.08,516.85,2477
2010-01-12,516.85,516.85,508.18,508.18,148
2010-01-13,505.42,505.42,491.22,499.01,324
2010-01-14,499.01,499.01,494.43,494.43,3802
2010-01-15,491.68,491.68,473.38,476.11,1085
2010-01-18,476.11,494.43,476.11,476.11,3822
2010-01-19,476.11,477.03,463.29,475.2,2666
2010-01-20,467.88,475.2,458.72,469.26,1105
2010-01-21,463.76,469.26,460.55,466.96,531
2010-01-22,463.29,466.52,460.55,462.38,251
2010-01-25,460.55,480.7,441.8,458.72,1267
2010-01-26,454.14,458.72,452.31,454.14,1040
2010-01-27,454.14,459.63,454.14,458.72,1313
2010-01-28,466.06,471.54,457.83,466.96,2736
2010-01-29,463.29,463.29,440.51,442.6,55622
2010-02-01,447.73,459.63,447.73,458.26,274
2010-02-02,462.38,466.96,439.49,444.07,23107
2010-02-03,453.23,459.63,448.65,459.19,308
2010-02-04,458.72,461.01,448.65,448.65,352
2010-02-05,446.71,446.81,418.53,434.9,924
2010-02-08,444.07,444.07,424.11,430.35,806
2010-02-09,434.9,439.49,424.38,436.76,208
2010-02-10,447.73,448.19,430.35,430.35,313
2010-02-11,439.49,444.07,425.75,425.75,129
2010-02-12,425.94,439.21,425.94,432.26,46
2010-02-15,434.9,444.07,432.16,444.07,224
2010-02-16,444.07,466.96,444.07,456.89,173
2010-02-17,465.13,465.13,456.89,461.47,83
2010-02-18,466.06,466.06,425.75,462.38,29276
2010-02-19,442.31,458.26,442.31,457.64,133
2010-02-22,460.55,460.55,448.65,457.83,50
2010-02-23,446.01,453.23,443.17,452.04,483
2010-02-24,448.65,448.65,443.17,443.17,66
2010-02-25,443.44,444.07,439.49,444.07,1542
2010-02-26,440.5,444.07,436.01,443.6,84
2010-03-01,440.41,440.41,437.67,437.67,202
2010-03-02,437.67,437.67,430.35,434.9,797
2010-03-03,435.84,438.57,425.75,425.75,955
2010-03-04,425.75,425.75,408.55,413.85,1309
2010-03-05,408.55,412.03,406.99,408.28,1531
2010-03-08,412.03,420.17,390.06,402.88,1793
2010-03-09,402.88,406.44,400.66,403.14,471
2010-03-10,403.42,411.84,403.14,408.37,2089
2010-03-11,412.93,419.25,411.93,415.7,3067
2010-03-12,417.43,417.43,402.88,402.88,1854
2010-03-15,402.88,402.88,390.06,391.88,1066
2010-03-16,391.16,402.88,388.22,402.88,874
2010-03-17,411.84,411.84,391.88,391.88,3914
2010-03-18,391.88,392.79,388.13,389.13,1682
2010-03-19,389.13,402.69,389.13,391.07,713
2010-03-22,391.88,400.13,391.26,396.45,1037
2010-03-23,396.45,401.5,395.55,395.55,5307
2010-03-24,395.55,396.45,392.79,395.55,636
2010-03-25,395.55,396.45,392.15,393.71,415
2010-03-26,393.07,396.01,393.07,393.24,1371
2010-03-29,399.12,407.44,396.11,401.04,3498
2010-03-30,410.2,431.26,406.53,426.21,21863
2010-03-31,433.09,453.23,432.16,432.25,4034
2010-04-01,444.07,445.92,429.42,439.49,3229
2010-04-06,444.07,444.07,430.35,433.99,826
2010-04-07,440.41,440.41,423.47,429.88,537
2010-04-08,424.85,424.85,410.2,415.24,1720
2010-04-09,419.34,430.35,419.34,425.75,1124
2010-04-12,419.34,424.85,416.61,421.18,1632
2010-04-13,418.43,427.59,418.07,426.67,621
2010-04-14,427.22,447.73,427.22,447.73,8818
2010-04-15,442.23,448.65,439.49,444.9,12761
2010-04-16,443.17,444.98,431.35,444.07,536
2010-04-19,436.76,436.76,416.61,416.61,1199
2010-04-20,419.34,428.97,419.34,428.79,326
2010-04-21,438.57,438.57,423.94,424.38,432
2010-04-22,423.11,430.44,421.18,423.47,709
2010-04-23,428.51,433.54,422.1,432.16,1502
2010-04-26,433.54,433.54,423.94,430.35,618
2010-04-27,429.42,430.35,413.03,421.18,842
2010-04-28,418.43,422.1,413.49,419.82,460
2010-04-29,421.18,424.38,407.44,413.39,1450
2010-04-30,412.03,420.17,410.19,412.94,9928
2010-05-04,413.39,421.1,402.88,413.85,619
2010-05-05,399.66,413.85,399.66,411.1,1329
2010-05-06,402.88,414.78,400.13,400.13,254
